,name,price,origin,year,date,mileage,energy,gearbox,color,ratedHorsePower,powerDIN,consumption,brand,model
1122,322,90280.0,0,2006.0,554,113000,4,0,72,37,450,9.8,29,51
1123,407,37380.0,0,2023.0,602,28380,4,0,102,8,150,5.7,36,209
1127,113,41380.0,0,2024.0,975,7505,4,0,11,7,131,6.5,6,109
1128,29,42920.0,0,2020.0,159,48357,3,0,36,8,150,4.7,2,295
1130,164,27560.0,0,2019.0,459,63135,3,0,102,8,150,5.4,12,268
1133,186,26140.0,1,2017.0,30,34802,3,0,96,11,185,6.3,16,369
1134,269,18790.0,0,2018.0,481,80116,3,1,102,7,134,4.5,27,431
1138,295,49120.0,0,2022.0,410,21645,4,0,49,10,180,7.0,28,31
1141,260,17030.0,0,2022.0,388,26407,4,1,94,5,100,5.2,27,150
1142,221,47060.0,0,2020.0,829,69527,3,0,102,10,195,4.9,22,138
1145,344,23700.0,1,2023.0,389,12,3,1,102,5,75,5.1,30,173
1146,59,42430.0,1,2022.0,462,19944,3,0,102,10,190,4.9,4,348
1147,369,31450.0,0,2021.0,437,19232,4,0,102,8,150,7.0,31,81
1148,205,27010.0,0,2022.0,359,37789,4,1,102,7,132,6.3,21,274
1149,278,23860.0,0,2022.0,654,29133,4,0,69,7,131,5.3,28,8
1150,289,35650.0,0,2024.0,744,1,4,0,102,7,130,5.7,28,21
1153,240,25280.0,0,2019.0,627,31900,4,0,102,7,136,5.1,24,225
1155,281,34200.0,0,2020.0,543,105880,3,0,102,9,180,4.8,28,13
1156,287,20120.0,0,2021.0,493,41165,4,1,102,7,131,5.8,28,19
1161,366,12420.0,0,2021.0,181,38407,4,1,96,4,73,5.4,30,402
1165,131,39580.0,0,2023.0,464,12,3,0,54,7,130,4.8,9,10
1169,413,25590.0,0,2021.0,838,34825,4,0,18,6,116,6.3,36,377
1171,260,17530.0,0,2021.0,310,36381,4,1,75,4,75,5.2,27,150
1172,92,53840.0,0,2017.0,621,113740,4,0,102,35,453,7.7,5,112
1174,278,21750.0,0,2020.0,743,69381,4,1,69,5,100,4.2,28,8
1175,330,71850.0,1,2017.0,763,100305,4,0,72,25,360,8.8,29,250
1176,273,13530.0,0,2016.0,121,108771,4,1,102,5,110,4.0,28,3
1177,421,34430.0,0,2019.0,379,70725,3,0,102,8,150,4.5,36,388
1178,44,141540.0,0,2021.0,369,36397,4,0,64,52,600,11.5,2,330
1180,30,65980.0,1,2023.0,26,60,3,0,90,8,150,5.4,2,296
1181,341,14580.0,0,2020.0,907,122165,3,1,36,5,116,3.6,30,145
1184,20,26980.0,0,2013.0,937,140400,4,0,102,20,299,8.2,2,69
1186,418,17810.0,0,2011.0,412,115000,4,0,102,12,200,8.5,36,385
1187,125,15580.0,0,2017.0,684,97480,3,1,102,6,109,4.3,8,168
1188,337,20880.0,0,2022.0,761,15854,4,1,64,5,91,6.0,30,116
1191,297,31730.0,0,2022.0,903,66807,3,0,64,7,130,4.8,28,33
1192,406,17830.0,0,2020.0,907,94217,3,1,102,6,116,4.1,36,208
1193,251,21630.0,0,2021.0,181,39477,4,1,50,6,117,5.0,26,234
1194,60,15890.0,0,2017.0,63,187620,3,0,102,7,136,3.8,4,349
1198,288,36130.0,0,2024.0,283,1,4,0,49,7,130,5.7,28,20
1199,102,12580.0,0,2018.0,531,69379,4,1,102,4,82,4.1,6,98
1200,274,31950.0,0,2022.0,9,9705,3,0,102,7,130,4.8,28,4
1201,198,143730.0,0,2015.0,14,24250,4,0,102,38,460,14.5,20,210
1202,304,16570.0,0,2020.0,492,77753,3,1,102,5,102,4.2,28,284
1203,97,10420.0,0,2019.0,267,11945,4,1,102,4,69,3.6,6,93
1206,344,24920.0,0,2022.0,426,232,3,1,49,5,95,5.1,30,173
1208,98,25940.0,0,2022.0,131,54220,4,1,49,6,110,5.9,6,94
1209,365,46210.0,0,2024.0,637,1,3,0,102,7,170,6.8,30,397
1210,28,17260.0,0,2013.0,800,194382,3,0,102,10,177,5.3,2,294
1211,306,26860.0,0,2019.0,192,65153,3,1,82,5,100,4.3,28,310
1214,243,36770.0,0,2019.0,702,28112,4,0,102,10,192,5.0,24,228
1215,62,43030.0,1,2023.0,662,24204,4,0,88,7,136,6.2,4,351
1217,302,18990.0,0,2018.0,626,47963,3,1,29,5,99,3.9,28,282
1218,278,19780.0,1,2022.0,209,46288,4,0,88,5,100,5.4,28,8
1219,363,21300.0,0,2020.0,849,109499,3,1,102,5,125,5.5,30,395
1221,3,56370.0,0,2022.0,441,9933,3,0,102,11,190,6.4,0,316
1222,246,11640.0,0,2014.0,649,80819,4,1,102,6,122,4.6,24,264
1226,279,15520.0,0,2020.0,480,30529,4,1,102,5,110,4.5,28,9
1228,80,23080.0,0,2017.0,755,145889,3,0,102,8,150,4.4,4,414
1229,261,19360.0,0,2018.0,86,68136,4,0,102,6,110,4.8,27,154
1230,216,47450.0,0,2019.0,99,87230,3,0,102,11,204,5.0,22,133
1232,98,22960.0,0,2022.0,388,32566,3,0,62,6,120,5.0,6,94
1233,406,17830.0,0,2020.0,907,94217,3,1,102,6,116,4.1,36,208
1234,83,48930.0,0,2020.0,81,129858,3,0,64,16,265,5.9,4,417
1237,38,93480.0,0,2023.0,773,10978,4,0,102,28,400,8.9,2,324
1243,274,30420.0,0,2023.0,784,25626,3,0,23,7,131,4.8,28,4
1244,407,49470.0,0,2024.0,102,12,3,0,102,8,150,4.4,36,209
1245,385,20680.0,0,2021.0,913,144729,3,0,102,6,116,5.2,32,339
1246,251,22020.0,0,2021.0,913,30160,4,1,102,6,117,5.9,26,234
1248,103,18530.0,0,2022.0,257,54015,4,0,21,6,110,6.0,6,99
1250,185,19500.0,0,2022.0,822,30762,4,1,102,5,100,5.5,16,312
1251,127,12080.0,0,2016.0,591,61865,4,1,102,5,90,4.3,8,249
1253,272,16910.0,0,2018.0,119,40806,4,1,102,4,82,3.7,28,2
1257,278,21510.0,0,2021.0,198,49644,3,1,79,5,102,4.2,28,8
1259,145,11950.0,0,2020.0,324,100083,4,1,86,6,95,6.4,11,391
1262,32,43780.0,0,2019.0,848,88087,3,0,102,10,190,4.8,2,298
1263,389,6530.0,0,2007.0,484,141700,4,1,72,6,91,6.2,34,375
1265,138,16590.0,0,2018.0,170,98679,3,1,102,6,120,4.1,11,27
1266,279,13060.0,1,2020.0,757,75817,4,1,50,4,82,4.7,28,9
1268,248,21920.0,0,2020.0,212,28076,4,0,88,5,102,5.4,24,266
1269,123,20850.0,0,2020.0,564,49577,4,1,64,7,115,6.5,8,166
1271,413,21490.0,0,2020.0,726,96415,3,0,7,5,95,4.2,36,377
1272,406,18000.0,0,2020.0,159,95114,3,1,102,6,116,4.1,36,208
1273,260,22490.0,0,2022.0,289,90598,4,0,15,7,131,5.6,27,150
1274,282,44380.0,0,2023.0,163,12,4,0,102,7,130,6.4,28,14
1275,103,19060.0,0,2023.0,173,23479,4,1,32,4,83,5.3,6,99
1276,112,30730.0,0,2022.0,311,28750,4,1,64,7,130,6.1,6,108
1277,129,13730.0,0,2018.0,37,66599,4,1,25,5,90,4.3,8,337
1279,112,30980.0,0,2022.0,844,28984,4,1,64,7,130,6.1,6,108
1281,99,20310.0,0,2023.0,909,13844,4,1,102,6,110,5.8,6,95
1283,274,25470.0,0,2023.0,352,11321,4,1,92,5,101,5.4,28,4
1284,124,27370.0,0,2024.0,846,13,4,1,102,7,130,6.2,8,167
1287,296,31450.0,0,2020.0,707,44996,3,0,102,8,163,4.5,28,32
1292,274,32980.0,0,2023.0,741,1100,4,0,102,7,131,5.9,28,4
1293,11,33320.0,0,2021.0,469,20001,4,0,86,8,150,5.6,2,60
1294,118,22880.0,0,2019.0,552,109274,3,1,102,7,122,5.3,6,236
1295,414,30220.0,0,2022.0,471,61320,4,0,49,8,150,6.8,36,378
1297,7,18170.0,0,2017.0,644,162138,3,0,102,4,90,3.6,2,55
1298,288,37410.0,0,2024.0,261,1,4,0,49,7,130,5.7,28,20
1301,331,56820.0,0,2019.0,392,75052,4,0,86,16,245,8.1,29,251
1302,282,38130.0,0,2023.0,5,11,4,0,94,7,130,6.4,28,14
1303,6,24840.0,0,2021.0,234,68672,4,0,44,5,95,6.3,2,54
1308,260,19230.0,0,2022.0,21,46738,4,1,102,5,101,5.1,27,150
1310,341,15500.0,0,2021.0,317,70513,3,1,102,4,86,4.2,30,145
1319,281,27950.0,0,2021.0,268,41793,4,0,102,6,131,5.1,28,13
1321,406,23870.0,0,2020.0,868,55917,4,0,102,8,150,5.1,36,208
1323,294,26200.0,0,2021.0,292,93414,3,1,52,6,131,5.3,28,30
1326,337,20290.0,0,2021.0,585,118048,3,0,102,6,116,5.0,30,116
1327,139,36670.0,0,2022.0,490,5750,3,1,102,7,130,5.2,11,28
1330,107,35680.0,0,2022.0,646,6744,3,0,64,7,131,4.6,6,103
1332,304,21640.0,0,2022.0,438,64319,3,1,102,5,102,5.9,28,284
1333,79,29260.0,1,2019.0,625,115762,3,0,50,8,150,4.5,4,413
1334,213,28040.0,0,2018.0,875,141886,3,0,102,9,177,4.5,22,130
1335,110,15100.0,0,2019.0,732,137952,3,0,54,6,120,3.9,6,106
1336,317,190280.0,1,2020.0,87,52241,4,0,61,34,450,8.9,29,46
1337,113,46230.0,0,2023.0,845,13,3,0,102,7,131,5.2,6,109
1338,317,168840.0,1,2020.0,468,40875,4,0,88,34,450,9.9,29,46
1343,282,39770.0,0,2024.0,411,3996,3,0,102,7,131,5.4,28,14
1344,170,15240.0,0,2020.0,759,52866,4,1,102,5,101,4.8,13,221
1345,12,31480.0,0,2020.0,850,59745,3,0,102,10,190,4.2,2,61
1348,341,23200.0,0,2023.0,22,11,4,0,49,5,90,5.7,30,145
1349,346,21650.0,0,2021.0,696,95440,3,0,102,6,116,5.2,30,237
1350,61,31440.0,1,2020.0,246,30244,4,1,85,6,109,6.7,4,350
1351,222,28580.0,0,2017.0,266,124868,3,0,88,9,170,4.8,22,139
1352,422,36250.0,0,2022.0,580,39758,3,0,102,8,150,5.5,36,389
1353,239,21280.0,0,2020.0,635,53489,3,1,102,6,116,4.9,24,152
1354,56,25740.0,0,2017.0,877,25648,3,0,102,7,150,3.8,4,345
1355,281,29010.0,0,2020.0,925,62904,4,1,49,7,131,5.1,28,13
1356,188,26020.0,0,2022.0,880,77734,3,0,64,7,136,5.1,16,427
1358,43,66580.0,0,2016.0,808,154290,4,0,102,47,560,9.6,2,329
1365,107,32640.0,0,2024.0,581,1,4,0,86,7,131,5.8,6,103
1366,21,27230.0,0,2017.0,42,171021,3,0,102,16,272,4.9,2,70
1368,361,17240.0,0,2020.0,403,70236,3,1,102,6,120,4.8,30,343
1369,413,29860.0,0,2023.0,805,20234,4,0,102,6,110,6.2,36,377
1371,180,59360.0,0,2019.0,475,87346,4,0,102,27,352,9.2,15,214
1378,77,31060.0,0,2019.0,226,66267,3,0,86,10,190,4.8,4,411
1382,131,30480.0,0,2022.0,438,75333,3,0,24,7,131,4.8,9,10
1387,345,25620.0,0,2022.0,559,71834,4,0,102,7,140,6.9,30,215
1389,30,45180.0,0,2021.0,509,70845,3,0,36,8,150,5.9,2,296
1391,406,18000.0,0,2020.0,159,95114,3,1,102,6,116,4.1,36,208
1392,284,7860.0,0,2014.0,396,383790,3,1,102,5,116,3.3,28,16
1396,383,50800.0,0,2024.0,905,18271,3,0,102,8,150,5.4,32,242
1397,260,18460.0,0,2021.0,306,49348,4,1,102,5,101,4.2,27,150
1399,278,21710.0,0,2021.0,575,50117,3,1,79,5,102,4.2,28,8
1401,100,11480.0,0,2022.0,499,159160,3,1,102,5,102,4.4,6,96
1406,341,14580.0,0,2020.0,907,122165,3,1,36,5,116,3.6,30,145
1407,11,34870.0,0,2021.0,736,37576,3,0,49,8,150,4.7,2,60
1408,59,37780.0,1,2022.0,19,64659,3,0,70,10,190,5.1,4,348
1410,402,13110.0,0,2014.0,704,136500,4,1,72,5,105,4.9,36,204
1414,301,27820.0,0,2018.0,721,101839,3,0,102,5,95,5.3,28,172
1415,341,16210.0,0,2022.0,31,46667,4,1,102,5,91,5.2,30,145
1418,282,41790.0,0,2023.0,825,11,4,0,93,7,130,6.4,28,14
1420,351,11380.0,0,2013.0,970,111022,3,1,102,6,110,4.2,30,255
1421,278,21510.0,0,2021.0,198,49644,3,1,79,5,102,4.2,28,8
1422,205,32260.0,0,2020.0,806,44736,4,1,102,10,184,6.9,21,274
1423,205,28610.0,0,2020.0,673,41155,4,1,102,10,184,6.9,21,274
1424,123,21950.0,0,2020.0,368,42458,4,1,102,8,150,4.4,8,166
1425,279,14140.0,0,2019.0,164,68556,4,1,102,4,82,3.9,28,9
1428,278,21710.0,0,2021.0,575,50117,3,1,79,5,102,4.2,28,8
1429,284,20680.0,0,2016.0,897,108360,3,1,102,7,150,3.4,28,16
1431,404,35610.0,0,2017.0,488,120750,4,0,49,19,300,6.9,36,206
1433,192,61060.0,0,2015.0,214,146280,3,0,102,24,340,8.7,17,320
1434,113,34630.0,0,2023.0,254,28295,3,0,69,7,131,5.2,6,109
1437,278,21060.0,0,2023.0,5,21779,4,1,102,5,101,5.3,28,8
1442,216,39570.0,1,2018.0,151,61525,4,0,102,14,245,6.7,22,133
1443,407,41270.0,1,2023.0,842,2565,4,0,60,8,150,5.7,36,209
1444,278,21510.0,0,2021.0,198,49644,3,1,79,5,102,4.2,28,8
1445,283,10360.0,0,2009.0,655,158600,4,0,72,9,141,8.4,28,15
1446,319,322270.0,1,2023.0,349,16119,4,0,88,34,480,11.0,29,48
1447,346,23300.0,0,2021.0,633,60357,4,0,69,7,140,6.7,30,237
1448,118,28680.0,0,2020.0,673,95523,3,1,102,7,122,5.3,6,236
1449,278,18960.0,0,2023.0,130,18975,4,1,102,4,75,5.3,28,8
1456,140,12700.0,0,2016.0,614,153410,3,1,102,4,90,5.0,11,160
1459,139,19240.0,0,2020.0,188,47152,4,1,86,6,120,5.8,11,28
1460,153,17230.0,0,2021.0,631,21370,4,1,102,4,75,5.3,12,182
1461,46,80800.0,0,2017.0,834,121380,4,0,102,52,605,7.3,2,332
1465,401,24160.0,0,2011.0,41,136510,4,0,60,17,271,6.8,36,203
1466,73,123080.0,0,2022.0,973,15680,4,0,102,41,510,9.8,4,362
1468,34,49860.0,0,2023.0,815,10025,3,0,86,9,163,5.6,2,300
1471,281,25500.0,0,2020.0,422,70313,4,0,102,7,131,5.1,28,13
1472,274,33110.0,0,2023.0,381,23875,3,0,102,7,131,4.8,28,4
1473,103,16220.0,0,2023.0,708,17620,4,1,102,4,83,5.4,6,99
1474,330,71920.0,1,2018.0,940,139872,4,0,102,26,360,8.8,29,250
1476,220,38300.0,0,2020.0,888,56839,4,0,64,10,184,6.0,22,137
1477,402,12540.0,0,2015.0,390,161233,4,1,94,5,105,4.3,36,204
1482,273,8380.0,0,2016.0,155,237000,3,1,102,6,120,3.3,28,3
1488,341,24980.0,0,2024.0,354,13,4,1,94,5,91,5.1,30,145
1492,287,22020.0,0,2022.0,714,30171,4,1,69,6,110,5.5,28,19
1493,2,15210.0,0,2019.0,782,81533,4,1,102,8,150,4.4,0,315
1499,315,162060.0,0,2017.0,840,21094,4,0,65,45,540,9.1,29,44
1500,359,11340.0,0,2013.0,473,136890,4,1,102,7,130,6.4,30,341
1501,98,21220.0,0,2022.0,830,59483,3,1,4,6,110,4.7,6,94
1503,278,22180.0,0,2021.0,748,41187,4,1,102,5,101,5.6,28,8
1509,341,14720.0,0,2020.0,159,123329,3,1,36,5,116,3.6,30,145
1512,167,21510.0,0,2021.0,111,69930,4,1,94,6,125,4.2,12,291
1513,105,16080.0,0,2020.0,217,49304,4,1,94,5,110,4.6,6,101
1514,331,105390.0,0,2021.0,208,41900,4,0,64,33,440,11.4,29,251
1515,409,20750.0,0,2018.0,166,65395,4,0,94,10,192,4.7,36,287
1516,103,15410.0,0,2022.0,496,56055,4,1,93,4,83,5.8,6,99
1517,6,23710.0,0,2021.0,889,27596,4,1,14,5,95,5.7,2,54
1518,330,66660.0,0,2017.0,885,69300,4,0,45,25,361,7.4,29,250
1519,260,18000.0,0,2021.0,162,44467,4,0,64,5,101,4.3,27,150
1520,371,11190.0,0,2013.0,528,108640,4,1,91,5,85,5.1,31,223
1521,194,58840.0,0,2018.0,746,57982,3,0,64,14,240,5.8,17,322
1523,341,14330.0,0,2022.0,537,34512,4,1,93,5,91,5.2,30,145
1524,131,23960.0,0,2021.0,977,26915,3,1,64,5,102,3.7,9,10
1526,301,19020.0,0,2019.0,334,103371,3,1,49,5,95,5.0,28,172
1528,133,37110.0,0,2020.0,657,80040,4,0,72,12,224,5.6,9,35
1529,296,32740.0,0,2021.0,117,94560,4,0,64,12,224,5.7,28,32
1530,406,27000.0,0,2019.0,164,112113,3,1,49,10,184,4.5,36,208
1531,228,47060.0,0,2019.0,606,25508,4,0,72,13,211,7.5,22,196
1532,189,30430.0,0,2014.0,972,157092,3,0,49,17,256,8.1,17,317
1533,203,31230.0,0,2018.0,796,38744,4,1,72,9,160,6.6,21,272
1534,268,13670.0,0,2016.0,107,99858,4,1,82,8,140,5.3,27,430
1536,286,26630.0,1,2019.0,299,23861,4,0,88,7,130,5.4,28,18
1537,67,51220.0,0,2021.0,39,70394,3,0,64,10,190,4.6,4,356
1538,15,59020.0,0,2023.0,899,19087,3,0,86,11,204,5.3,2,64
1539,121,43850.0,0,2022.0,453,50624,5,0,0,8,245,1.5,7,190
1540,181,21030.0,0,2019.0,710,90870,3,1,64,6,120,4.0,15,308
1541,278,26020.0,0,2023.0,623,12,4,1,64,5,101,5.1,28,8
1542,265,22570.0,0,2020.0,362,30521,3,0,32,7,136,5.2,27,231
1543,112,27270.0,0,2022.0,956,18892,3,0,26,7,131,5.3,6,108
1546,242,38290.0,0,2023.0,175,18374,4,0,67,9,178,6.4,24,227
1550,395,34480.0,1,2009.0,958,206885,3,1,102,12,174,9.2,36,110
1552,194,79170.0,0,2020.0,735,73200,3,0,102,19,301,6.4,17,322
1555,139,24170.0,0,2022.0,77,32357,4,1,102,6,120,6.6,11,28
1556,210,38480.0,0,2020.0,110,98945,4,0,64,13,224,6.6,22,127
1558,155,29390.0,0,2005.0,916,171585,4,1,102,14,215,7.7,12,184
1559,208,71170.0,0,2021.0,498,21276,4,0,102,31,421,8.7,22,125
1561,121,43440.0,0,2022.0,798,50151,5,0,0,8,245,1.5,7,190
1562,337,26730.0,0,2023.0,227,5167,4,0,94,7,140,5.9,30,116
1567,281,26870.0,0,2019.0,837,130590,4,0,86,9,165,4.8,28,13
1568,399,18590.0,0,2017.0,816,47183,4,0,58,6,125,4.5,36,201
1571,383,41350.0,0,2023.0,867,19902,3,0,54,8,150,5.3,32,242
1573,121,43850.0,0,2022.0,453,50624,5,0,0,8,245,1.5,7,190
1576,152,12960.0,0,2018.0,171,50958,4,1,94,5,101,3.7,12,181
1577,197,36260.0,0,2022.0,931,23005,5,0,88,10,261,1.1,19,0
1578,112,25810.0,0,2020.0,65,56765,4,0,92,10,181,5.7,6,108
1581,278,20790.0,0,2021.0,179,20158,4,1,86,5,100,5.5,28,8
1584,124,17240.0,0,2022.0,235,48238,1,1,49,5,101,8.4,8,167
1586,316,141640.0,1,2017.0,420,44940,4,0,75,30,420,8.9,29,45
1588,379,25280.0,0,2023.0,573,2736,4,0,102,6,110,5.6,32,179
1589,281,28540.0,0,2021.0,524,36498,4,1,102,7,131,6.4,28,13
1590,34,62480.0,0,2022.0,690,62488,3,0,86,11,204,6.6,2,300
1591,171,19530.0,0,2019.0,180,114540,4,1,102,7,140,4.9,13,222
1594,112,31300.0,0,2023.0,430,21552,4,1,102,7,131,6.1,6,108
1595,365,62680.0,0,2024.0,595,1,3,0,86,8,150,7.3,30,397
1600,185,19850.0,0,2022.0,547,31326,4,1,94,5,100,5.5,16,312
1602,341,14040.0,0,2021.0,125,89117,3,1,93,4,86,4.2,30,145
1603,295,43480.0,0,2024.0,444,3494,4,0,9,7,131,6.6,28,31
1605,278,24970.0,0,2023.0,157,12,3,1,79,5,100,4.0,28,8
1606,113,40570.0,0,2023.0,836,12,4,0,64,7,131,6.5,6,109
1609,192,52420.0,0,2017.0,929,168591,3,0,70,16,259,6.4,17,320
1612,133,56230.0,0,2021.0,553,36363,5,0,66,9,200,1.5,9,35
1613,336,17110.0,0,2017.0,647,68301,4,0,49,6,118,4.9,30,115
1614,417,28130.0,0,2023.0,669,18528,4,1,49,5,95,5.5,36,381
1615,173,36780.0,0,2020.0,640,76809,3,0,86,9,150,6.0,14,169
1616,145,15380.0,0,2021.0,376,47862,4,1,66,5,95,6.4,11,391
1619,103,17430.0,0,2023.0,448,12656,4,1,102,4,83,5.3,6,99
1622,237,560000.0,0,2022.0,943,2464,4,0,92,74,730,12.8,23,220
1623,421,35060.0,0,2019.0,941,116646,3,0,102,8,150,5.1,36,388
1624,226,43950.0,0,2016.0,967,100005,4,0,102,24,361,6.1,22,193
1625,112,30980.0,0,2022.0,844,28984,4,1,64,7,130,6.1,6,108
1627,239,30140.0,0,2019.0,503,32289,4,1,54,6,102,5.9,24,152
1628,238,14410.0,0,2013.0,887,173485,3,0,88,6,112,4.7,24,151
1630,57,22990.0,1,2021.0,393,38535,4,1,65,7,140,5.9,4,346
1631,278,27820.0,0,2023.0,812,3313,3,1,3,5,102,4.0,28,8
1633,65,33230.0,0,2020.0,335,94374,4,0,49,10,184,6.5,4,354
1634,392,34870.0,0,2020.0,523,73019,5,0,66,8,197,5.1,35,306
1638,330,49570.0,0,2016.0,604,75384,4,0,64,23,340,8.7,29,250
1639,362,22150.0,0,2020.0,492,38683,3,0,86,8,161,4.8,30,383
1640,278,16180.0,0,2021.0,105,26583,4,1,79,4,75,5.2,28,8
1641,319,227430.0,0,2022.0,281,17649,4,0,72,27,385,10.5,29,48
1642,270,57220.0,1,2021.0,509,60102,3,0,88,9,177,7.3,27,432
1643,36,62980.0,0,2009.0,799,90029,4,0,70,34,420,9.6,2,304
1644,103,25610.0,0,2023.0,365,12,4,0,64,6,110,5.9,6,99
1646,311,195070.0,0,2019.0,350,53070,4,0,86,35,450,9.7,29,40
1647,74,31050.0,0,2020.0,100,100663,3,0,66,10,190,4.3,4,363
1649,254,37950.0,0,2024.0,190,1,3,1,49,7,130,7.8,26,290
1650,284,17120.0,0,2016.0,142,65228,4,0,49,7,131,4.1,28,16
1652,38,96030.0,0,2023.0,143,11277,4,0,49,28,400,8.9,2,324
1654,153,12190.0,0,2018.0,341,69464,4,1,68,4,86,3.9,12,182
1655,154,17310.0,0,2022.0,505,39060,4,1,49,5,95,5.3,12,183
1656,15,49490.0,0,2023.0,715,27261,3,0,29,9,163,4.8,2,64
1658,302,18990.0,0,2018.0,626,47963,3,1,29,5,99,3.9,28,282
1659,98,14830.0,0,2019.0,262,104254,3,1,102,5,102,4.0,6,94
1661,263,26760.0,0,2022.0,576,44561,3,1,65,7,131,5.0,27,216
1662,219,35010.0,0,2019.0,323,77970,4,0,54,11,184,7.0,22,136
1665,25,79460.0,0,2019.0,64,46980,4,0,102,23,340,6.5,2,74
1666,78,39180.0,1,2023.0,165,23812,4,0,102,7,136,6.3,4,412
1670,34,52640.0,0,2023.0,778,21545,3,0,64,9,163,5.6,2,300
1672,99,25900.0,0,2023.0,249,22472,3,0,54,6,120,5.0,6,95
1675,289,42680.0,0,2022.0,607,11444,3,0,34,7,131,4.6,28,21
1676,121,84670.0,0,2023.0,636,12190,4,0,29,27,390,10.2,7,190
1677,33,62420.0,0,2023.0,978,19372,3,0,86,9,163,5.7,2,299
1678,48,40830.0,0,2014.0,344,67860,4,0,51,23,333,6.9,2,334
