,name,price,origin,year,date,mileage,energy,gearbox,color,ratedHorsePower,powerDIN,consumption,brand,model
1679,278,23580.0,0,2023.0,225,12196,4,1,22,5,101,5.3,28,8
1681,354,14860.0,0,2018.0,679,127585,3,1,66,4,90,3.4,30,258
1683,26,27100.0,1,2018.0,639,93346,4,0,88,8,150,5.2,2,292
1685,243,31240.0,1,2022.0,499,55989,4,0,60,7,136,6.2,24,228
1686,362,17640.0,0,2016.0,767,87912,3,1,69,6,131,3.5,30,383
1687,121,43850.0,0,2022.0,453,50624,5,0,0,8,245,1.5,7,190
1688,103,15660.0,0,2022.0,185,53742,4,1,86,4,83,5.8,6,99
1690,351,11780.0,0,2013.0,302,114918,3,1,49,6,110,4.2,30,255
1691,103,19420.0,0,2023.0,402,15555,4,1,27,6,110,5.3,6,99
1692,332,41020.0,0,2014.0,892,130680,4,0,84,20,299,7.2,29,279
1693,307,79740.0,0,2020.0,329,68399,4,1,94,19,299,8.2,29,36
1694,182,30480.0,0,2024.0,116,12,4,1,2,6,120,6.4,15,309
1695,128,11760.0,0,2019.0,207,60859,3,1,102,4,90,3.8,8,336
1696,330,48180.0,0,2015.0,445,113295,4,0,88,29,400,8.9,29,250
1697,341,22180.0,0,2024.0,876,12,4,1,49,5,91,5.1,30,145
1700,382,33750.0,0,2021.0,633,117975,3,0,29,8,150,6.4,32,241
1702,287,21580.0,0,2022.0,880,59355,4,0,86,7,131,5.9,28,19
1703,348,22570.0,0,2019.0,729,94546,3,1,102,8,131,7.1,30,252
1704,319,258630.0,1,2022.0,658,8280,4,0,102,34,450,10.7,29,48
1706,6,36140.0,0,2023.0,548,25472,4,0,54,8,150,6.1,2,54
1707,107,29130.0,0,2024.0,354,1,4,0,86,7,131,5.8,6,103
1709,289,43720.0,0,2024.0,789,7143,4,0,54,7,131,5.7,28,21
1710,225,71340.0,0,2020.0,726,53501,3,0,86,11,190,5.9,22,142
1714,194,79820.0,0,2020.0,692,73800,3,0,49,19,301,6.4,17,322
1716,104,15370.0,0,2018.0,37,125406,3,1,66,6,114,4.2,6,100
1717,424,27820.0,0,2019.0,75,95106,4,0,72,8,150,4.9,36,394
1718,282,42480.0,0,2023.0,730,11659,3,0,26,7,131,5.1,28,14
1719,349,24640.0,0,2021.0,315,49491,3,1,49,8,136,10.2,30,253
1721,394,32670.0,0,2020.0,188,63329,3,0,29,8,150,4.5,36,78
1722,58,31110.0,0,2017.0,670,91125,3,0,88,10,190,4.6,4,347
1723,134,19060.0,0,2017.0,739,110009,3,0,49,6,120,3.8,9,161
1724,288,33290.0,0,2024.0,346,1,4,0,64,7,130,5.7,28,20
1725,263,17830.0,0,2018.0,866,77847,4,1,12,7,131,4.9,27,216
1729,341,14720.0,0,2020.0,159,123329,3,1,36,5,116,3.6,30,145
1732,105,19500.0,0,2020.0,872,89056,3,0,4,6,120,4.0,6,101
1733,3,52380.0,0,2022.0,880,9450,3,0,102,10,190,5.4,0,316
1734,302,18990.0,0,2018.0,626,47963,3,1,29,5,99,3.9,28,282
1736,282,40310.0,0,2024.0,957,1090,4,0,102,7,131,6.4,28,14
1738,316,145690.0,1,2017.0,408,50004,4,0,75,30,420,8.9,29,45
1739,274,33810.0,0,2023.0,521,17627,3,1,23,6,110,4.4,28,4
1740,126,27100.0,0,2024.0,791,11,4,1,63,6,110,5.6,8,233
1741,289,36340.0,0,2023.0,307,27678,3,0,38,7,131,4.5,28,21
1743,417,29340.0,0,2023.0,143,26795,4,0,64,6,110,5.9,36,381
1744,266,7960.0,0,2013.0,800,134406,4,1,50,6,101,5.1,27,262
1745,156,7380.0,0,2009.0,82,116070,3,1,72,6,109,3.8,12,185
1746,330,77580.0,1,2019.0,291,54945,4,0,75,23,340,8.7,29,250
1747,79,30180.0,0,2019.0,423,68350,3,0,64,10,190,4.7,4,413
1748,278,23420.0,0,2023.0,853,11,4,1,79,5,100,5.1,28,8
1751,361,22420.0,0,2020.0,657,58650,4,1,47,8,140,6.0,30,343
1752,341,15000.0,0,2021.0,921,70499,3,1,66,4,86,4.2,30,145
1753,274,26990.0,0,2022.0,339,42820,4,1,94,7,131,5.6,28,4
1755,128,12390.0,0,2019.0,645,75159,3,1,95,4,90,3.8,8,336
1756,190,34370.0,0,2019.0,597,92106,3,0,64,8,150,4.7,17,318
1757,30,51230.0,0,2023.0,839,20824,4,0,64,8,150,6.8,2,296
1758,391,22240.0,0,2019.0,764,95522,5,0,49,4,122,3.8,35,91
1759,98,22210.0,0,2022.0,330,42699,4,1,93,6,110,6.3,6,94
1760,335,40840.0,0,2024.0,711,11,4,0,64,8,160,6.2,30,83
1761,337,17320.0,0,2021.0,101,100773,3,0,64,6,116,5.0,30,116
1763,10,35220.0,0,2020.0,856,56772,4,0,29,11,190,6.4,2,59
1764,23,61540.0,0,2022.0,903,90967,5,0,13,15,299,1.3,2,72
1766,340,16030.0,0,2019.0,769,69329,3,0,64,5,90,3.9,30,144
1768,318,199240.0,0,2020.0,925,43568,4,0,90,34,450,10.6,29,47
1770,90,29730.0,1,2012.0,675,65683,4,1,102,13,204,8.5,4,428
1771,340,13090.0,0,2019.0,470,179609,3,0,49,5,90,3.9,30,144
1773,183,11760.0,0,2020.0,303,83371,4,1,102,4,67,4.4,16,286
1774,256,16010.0,0,2018.0,455,157723,3,1,102,7,131,4.3,26,303
1775,302,18990.0,0,2018.0,626,47963,3,1,29,5,99,3.9,28,282
1776,385,26770.0,0,2023.0,589,10395,4,0,102,6,110,5.7,32,339
1778,11,35830.0,0,2023.0,427,16626,4,0,69,6,110,5.1,2,60
1779,353,16470.0,0,2021.0,818,85571,3,0,102,6,116,4.7,30,257
1780,341,12420.0,0,2021.0,67,93920,3,1,102,4,86,4.2,30,145
1781,116,31590.0,0,2023.0,287,9625,3,0,3,7,130,5.1,6,213
1782,261,19780.0,0,2021.0,676,58372,3,1,65,5,102,4.8,27,154
1783,414,26200.0,0,2021.0,926,84934,3,0,102,8,150,5.4,36,378
1785,30,63820.0,1,2023.0,715,56,3,0,88,8,150,5.4,2,296
1787,68,23430.0,0,2015.0,78,172360,3,0,77,12,218,4.5,4,357
1788,281,22370.0,0,2019.0,754,135393,3,1,20,6,131,4.2,28,13
1789,94,14380.0,0,2015.0,862,185616,3,1,56,10,163,5.6,5,114
1790,160,22300.0,0,2021.0,280,113448,3,0,49,6,120,4.9,12,189
1791,318,275990.0,1,2023.0,896,10890,4,0,77,37,480,10.9,29,47
1792,415,44830.0,0,2021.0,498,41170,4,0,54,19,300,7.5,36,379
1793,278,23350.0,0,2022.0,112,36469,4,1,79,5,101,5.3,28,8
1794,282,31590.0,0,2022.0,127,39838,4,0,86,7,130,6.4,28,14
1795,341,13260.0,0,2021.0,220,60359,3,1,93,4,86,4.2,30,145
1797,205,31970.0,0,2021.0,966,22882,4,1,70,10,184,6.9,21,274
1799,37,73190.0,1,2020.0,406,44891,4,0,51,25,367,6.3,2,323
1800,199,20120.0,0,2020.0,60,55775,3,0,94,6,116,4.9,21,157
1802,179,80580.0,0,2022.0,45,3646,3,0,72,8,264,9.7,15,195
1803,274,24730.0,0,2023.0,377,9369,4,1,39,5,101,5.4,28,4
1804,75,85580.0,0,2020.0,806,26643,3,0,54,20,320,7.0,4,364
1806,326,41980.0,0,2013.0,265,112800,3,0,88,15,245,6.5,29,118
1808,402,19780.0,0,2017.0,113,102190,3,1,64,8,150,3.8,36,204
1810,278,15660.0,0,2021.0,921,103503,3,1,72,5,102,4.1,28,8
1811,237,180090.0,0,2021.0,536,18974,4,0,1,47,557,12.7,23,220
1812,410,16030.0,0,2019.0,435,74306,4,1,49,5,95,4.6,36,288
1814,210,35680.0,0,2022.0,127,25743,5,0,69,8,161,1.0,22,127
1815,205,31900.0,0,2021.0,57,33208,4,1,51,10,184,6.9,21,274
1816,15,57800.0,0,2023.0,397,32690,3,0,29,9,163,4.8,2,64
1818,180,74080.0,1,2020.0,640,62700,4,0,89,38,468,13.5,15,214
1819,311,190520.0,1,2018.0,912,23001,4,0,102,34,450,9.4,29,40
1823,295,35940.0,0,2022.0,539,72547,3,1,102,7,131,5.1,28,31
1824,112,25740.0,0,2020.0,928,77738,4,0,26,10,181,5.7,6,108
1825,50,96030.0,0,2022.0,494,17854,3,0,88,22,341,8.2,2,370
1826,32,41730.0,0,2019.0,650,78902,3,0,102,11,190,5.5,2,298
1830,341,19070.0,0,2023.0,115,25773,4,1,97,5,91,5.2,30,145
1832,127,12280.0,0,2016.0,465,62887,4,1,90,5,90,4.3,8,249
1834,229,47580.0,0,2019.0,712,132958,3,0,72,11,204,5.4,22,197
1836,281,34540.0,0,2021.0,689,48739,5,0,6,10,181,1.4,28,13
1837,169,9070.0,0,2005.0,774,66429,4,1,46,7,95,6.4,12,373
1839,120,30180.0,0,2018.0,239,119682,3,1,19,6,116,5.2,6,368
1841,384,17470.0,0,2020.0,126,136732,3,1,49,7,150,4.3,32,277
1843,31,27540.0,0,2019.0,251,93732,3,0,64,8,150,4.5,2,297
1846,106,15360.0,0,2017.0,452,98822,4,1,66,7,131,4.2,6,102
1847,278,21980.0,0,2023.0,659,16660,4,1,49,5,101,5.1,28,8
1849,98,18340.0,0,2020.0,886,62537,4,1,16,5,110,4.7,6,94
1850,103,20780.0,0,2023.0,365,7149,3,1,69,5,102,4.2,6,99
1852,406,19770.0,0,2018.0,858,102375,3,1,86,6,116,4.1,36,208
1853,274,31780.0,0,2023.0,331,5606,3,0,26,7,131,5.0,28,4
1854,428,23710.0,1,2019.0,51,74580,3,0,88,8,150,4.2,37,406
1856,81,44270.0,0,2019.0,747,69852,3,0,46,11,190,5.5,4,415
1857,195,21180.0,0,2014.0,826,167821,5,0,72,9,181,4.9,18,232
1860,35,67560.0,0,2020.0,70,110962,3,0,102,18,286,6.8,2,301
1862,349,40820.0,0,2024.0,332,1,3,1,49,8,150,13.0,30,253
1864,112,30980.0,0,2022.0,844,28984,4,1,102,7,130,6.1,6,108
1865,281,28730.0,0,2019.0,713,60921,4,0,102,7,131,5.1,28,13
1866,218,44340.0,0,2020.0,759,66690,3,0,102,10,195,4.4,22,135
1867,341,14720.0,0,2020.0,159,123329,3,1,36,5,116,3.6,30,145
1868,397,31780.0,0,2017.0,50,37222,4,1,102,8,150,5.1,36,147
1869,200,28040.0,0,2022.0,90,56088,4,1,64,6,122,5.3,21,158
1871,113,36940.0,0,2023.0,883,11,4,0,86,7,131,6.5,6,109
1873,282,43640.0,0,2023.0,807,12,3,0,102,7,130,5.1,28,14
1876,121,49860.0,0,2022.0,908,58347,4,0,102,20,310,8.5,7,190
1877,112,30980.0,0,2022.0,844,28984,4,1,64,7,130,6.1,6,108
1880,274,29870.0,0,2021.0,425,39967,4,0,92,7,131,6.1,28,4
1881,410,20880.0,0,2020.0,8,59287,4,0,32,6,116,4.8,36,288
1884,279,12630.0,0,2020.0,178,63174,4,1,49,4,83,4.4,28,9
1885,248,22030.0,0,2021.0,357,41207,4,1,100,7,136,5.1,24,266
1886,425,31900.0,0,2020.0,138,86762,3,1,53,7,102,5.2,36,398
1889,349,41960.0,0,2024.0,13,1,3,1,49,8,135,13.0,30,253
1891,150,15290.0,0,2019.0,790,62209,4,1,72,6,125,4.6,12,170
1892,287,17970.0,0,2021.0,338,95234,3,1,4,7,131,4.6,28,19
1893,248,22020.0,0,2016.0,610,39075,4,0,71,10,192,4.7,24,266
1895,355,18590.0,0,2022.0,215,86647,3,0,66,6,116,4.6,30,259
1896,277,29720.0,0,2017.0,272,52392,4,1,49,11,208,4.6,28,7
1897,339,11860.0,0,2020.0,925,54510,3,1,49,4,75,4.0,30,143
1898,341,15150.0,0,2022.0,229,15895,4,1,93,5,91,5.2,30,145
1899,128,14240.0,0,2019.0,960,54526,3,1,55,4,90,3.8,8,336
1900,102,16010.0,0,2018.0,976,92756,4,0,43,6,110,4.2,6,98
1903,256,21260.0,0,2018.0,96,76048,4,1,54,6,116,5.1,26,303
1907,272,17330.0,0,2018.0,615,41818,4,1,66,4,82,3.7,28,2
1908,275,17110.0,0,2019.0,823,81040,4,0,64,6,110,4.1,28,5
1909,148,13670.0,0,2018.0,781,101405,3,1,65,5,95,3.6,12,84
1911,292,47200.0,0,2024.0,316,1220,4,0,38,7,96,6.0,28,24
1912,286,12980.0,0,2020.0,777,176757,4,0,54,6,131,5.1,28,18
1913,274,32080.0,0,2023.0,540,2457,3,0,22,7,131,5.0,28,4
1915,52,82680.0,0,2017.0,147,22200,4,0,102,28,470,8.2,2,399
1916,278,23280.0,0,2022.0,189,44928,4,0,79,5,100,5.4,28,8
1917,322,53680.0,0,2003.0,579,165066,4,0,102,24,320,8.9,29,51
1918,274,32080.0,0,2021.0,562,28089,4,0,102,7,131,6.1,28,4
1921,227,21260.0,0,2018.0,686,131977,3,1,102,5,109,4.0,22,194
1923,325,23710.0,0,1999.0,964,103621,4,1,66,13,204,7.1,29,90
1924,317,180000.0,1,2020.0,233,46626,4,0,60,34,450,9.9,29,46
1925,250,7070.0,0,2011.0,182,108978,3,1,82,6,110,4.7,26,156
1926,361,25610.0,0,2021.0,168,8174,3,1,69,6,120,5.4,30,343
1927,258,13560.0,0,2020.0,52,61742,4,1,86,5,105,4.7,27,79
1928,98,18910.0,0,2021.0,280,91485,4,1,69,6,110,6.3,6,94
1929,241,24450.0,0,2017.0,136,33930,4,0,98,7,136,5.5,24,226
1930,99,27310.0,0,2024.0,881,4981,4,0,32,7,131,6.1,6,95
1932,50,97730.0,0,2022.0,697,18170,3,0,88,22,341,8.2,2,370
1933,252,18210.0,0,2023.0,542,9380,4,1,50,5,93,5.3,26,263
1934,15,58900.0,0,2023.0,674,22575,3,0,64,11,204,5.2,2,64
1935,278,17840.0,0,2020.0,456,111546,4,1,54,5,101,4.2,28,8
1936,414,26980.0,0,2020.0,720,110066,3,1,13,8,150,4.6,36,378
1937,373,33910.0,0,2020.0,120,97695,4,0,86,18,290,6.5,31,245
1938,103,19180.0,0,2022.0,717,40714,4,1,49,4,83,5.6,6,99
1939,124,30760.0,0,2024.0,758,11,3,1,49,6,115,5.3,8,167
1940,49,44260.0,0,2014.0,0,195140,4,0,65,31,420,7.5,2,335
1941,263,24450.0,0,2020.0,810,57421,4,0,41,7,131,5.2,27,216
1942,260,20380.0,0,2021.0,797,51074,4,0,67,5,101,5.8,27,150
1943,278,25180.0,0,2023.0,132,7590,4,0,66,5,101,5.4,28,8
1944,228,34100.0,0,2018.0,391,114295,3,0,86,9,170,4.7,22,196
1945,216,40840.0,0,2019.0,668,75075,3,0,14,11,204,5.0,22,133
1946,282,31480.0,0,2022.0,140,37763,3,0,22,7,131,5.2,28,14
1950,6,32160.0,0,2020.0,275,51060,4,0,64,11,200,7.0,2,54
1951,79,49960.0,0,2020.0,56,82229,4,0,31,19,306,6.9,4,413
1952,287,22550.0,0,2020.0,788,56385,4,0,69,6,130,5.1,28,19
1953,84,26480.0,0,2008.0,248,194758,4,0,88,27,355,9.6,4,418
1954,341,20320.0,0,2022.0,278,23568,4,1,102,5,90,5.2,30,145
1956,71,84050.0,0,2017.0,859,46970,4,0,101,34,450,9.3,4,360
1958,168,26400.0,0,2018.0,313,122234,3,1,102,7,161,6.4,12,305
1959,69,52020.0,0,2020.0,532,30800,4,0,102,21,327,7.5,4,358
1960,408,26960.0,1,2020.0,81,54776,3,0,94,6,120,4.0,36,285
1961,228,40850.0,0,2017.0,454,78398,4,0,102,12,211,6.5,22,196
1962,66,43040.0,1,2022.0,58,65848,3,0,51,8,150,4.8,4,355
1964,280,10940.0,0,2012.0,672,159895,4,1,49,9,156,5.6,28,12
1965,29,42810.0,0,2021.0,326,28419,4,0,86,8,150,5.9,2,295
1966,32,39630.0,0,2018.0,731,78387,3,0,36,9,163,5.0,2,298
1967,131,33620.0,0,2023.0,407,19698,4,0,24,7,131,6.0,9,10
1968,107,23420.0,0,2022.0,682,37748,3,1,93,6,110,4.4,6,103
1973,261,13620.0,0,2018.0,434,102537,3,1,30,5,99,3.3,27,154
1976,421,32470.0,0,2018.0,20,68216,3,0,32,8,150,4.5,36,388
1977,278,18340.0,0,2021.0,109,53206,4,1,49,5,101,5.4,28,8
1978,281,23500.0,0,2019.0,871,101228,3,1,24,6,131,4.2,28,13
1979,346,17640.0,0,2020.0,375,65933,3,1,76,6,116,4.3,30,237
1980,117,38490.0,1,2023.0,506,189,3,1,50,7,140,8.5,6,235
1981,307,91980.0,0,2020.0,720,42769,4,0,86,25,366,9.0,29,36
1982,217,100180.0,0,2019.0,240,64900,4,0,87,42,510,10.1,22,134
1983,212,31620.0,0,2020.0,619,25538,3,0,64,6,116,3.8,22,129
1984,278,25930.0,1,2023.0,269,22834,3,1,54,5,75,4.0,28,8
1985,278,28320.0,0,2022.0,264,48222,4,0,49,5,101,5.5,28,8
1987,118,38210.0,0,2023.0,282,1,3,1,49,7,145,7.2,6,236
1990,112,23160.0,0,2020.0,751,84297,4,1,102,7,131,5.3,6,108
1992,276,12520.0,0,2020.0,944,41862,4,1,49,4,83,4.7,28,6
1993,168,46230.0,0,2020.0,356,31250,3,0,86,11,200,7.3,12,305
1994,367,18440.0,0,2021.0,447,58145,4,1,64,6,116,5.7,31,76
1995,136,8940.0,0,2013.0,599,70638,4,1,53,4,86,3.6,11,25
1996,420,53410.0,0,2023.0,1,36771,3,0,86,8,150,5.7,36,387
1997,278,28390.0,0,2023.0,548,11996,4,1,66,5,101,5.3,28,8
1999,421,29160.0,0,2018.0,259,122599,3,0,50,8,150,5.7,36,388
2000,310,198120.0,1,2017.0,244,61488,4,0,60,49,581,7.6,29,39
2001,278,28010.0,0,2024.0,195,1240,4,0,40,5,101,5.4,28,8
2002,343,30870.0,0,2020.0,661,96943,3,0,69,9,161,5.1,30,171
2003,133,56600.0,0,2021.0,105,10700,5,0,72,10,225,1.6,9,35
2004,287,20070.0,0,2019.0,216,112409,3,1,74,6,131,3.7,28,19
2006,122,10590.0,0,2013.0,343,92318,4,1,72,7,105,6.0,8,165
2007,56,26660.0,0,2017.0,742,26564,3,0,69,7,150,3.8,4,345
2008,287,34770.0,0,2018.0,442,34583,3,0,66,9,177,4.2,28,19
2009,341,12990.0,0,2021.0,553,68401,4,1,93,5,101,5.2,30,145
2010,353,19020.0,0,2020.0,279,52237,4,1,69,6,116,5.3,30,257
2011,99,20720.0,0,2022.0,146,47316,4,1,54,6,110,5.8,6,95
2012,157,41300.0,0,2017.0,319,112690,4,1,73,24,350,6.3,12,186
2014,432,19090.0,0,2015.0,95,220350,3,0,53,10,181,4.4,37,426
2015,430,38590.0,0,2021.0,93,119669,3,0,72,10,190,5.0,37,424
2016,402,11380.0,0,2016.0,630,208050,3,0,86,5,110,3.6,36,204
2017,71,65980.0,0,2018.0,728,92840,4,0,45,34,450,6.7,4,360
2019,30,43130.0,0,2021.0,869,117612,3,0,102,8,150,5.9,2,296
2021,355,21560.0,0,2022.0,413,70680,3,1,102,6,116,4.5,30,259
2023,244,39360.0,0,2020.0,34,26234,4,0,86,13,231,6.4,24,229
2024,419,37730.0,0,2020.0,193,77726,3,0,102,8,150,5.0,36,386
2028,413,24270.0,0,2023.0,59,15370,4,1,36,6,110,5.8,36,377
2029,162,21440.0,0,2019.0,632,110207,3,1,3,6,120,4.4,12,243
2030,432,21070.0,0,2013.0,617,149787,3,0,54,10,163,5.6,37,426
2031,402,12900.0,0,2015.0,256,165839,4,1,94,5,105,4.3,36,204
2032,107,25950.0,0,2022.0,787,7669,4,0,82,7,131,5.7,6,103
2035,327,49010.0,0,2016.0,780,121610,4,0,65,31,420,7.8,29,119
2037,121,43850.0,0,2022.0,453,50624,5,0,0,8,245,1.5,7,190
2040,303,18460.0,0,2020.0,252,92904,3,1,4,5,99,4.0,28,283
2041,110,16850.0,0,2021.0,585,90897,3,0,66,6,131,5.1,6,106
2042,274,28060.0,0,2022.0,419,21673,4,0,66,7,131,6.0,28,4
2043,385,21220.0,0,2021.0,906,148504,3,0,49,6,116,5.2,32,339
2044,111,7380.0,0,2005.0,370,54908,3,1,72,6,110,4.6,6,107
2046,343,15980.0,0,2017.0,383,145602,3,1,64,7,131,4.2,30,171
2047,8,17680.0,1,2015.0,952,154828,4,0,48,7,150,4.1,2,57
2048,168,45860.0,0,2020.0,529,31000,3,0,102,11,200,7.3,12,305
2051,336,16810.0,0,2017.0,49,67113,4,0,102,6,118,4.9,30,115
2054,45,159580.0,1,2021.0,699,15960,4,0,88,52,600,12.4,2,331
2056,256,22860.0,0,2018.0,250,48972,4,1,102,6,116,5.1,26,303
2057,32,49480.0,0,2021.0,600,51700,3,0,29,11,190,5.5,2,298
2058,349,41670.0,0,2024.0,932,1,3,1,49,8,150,13.0,30,253
2061,285,15510.0,0,2018.0,196,99432,3,1,64,5,120,3.0,28,17
2062,300,29130.0,0,2020.0,786,35100,3,1,61,7,110,5.7,28,88
2063,278,28010.0,0,2024.0,195,1240,4,0,40,5,101,5.4,28,8
2064,346,24780.0,0,2020.0,588,65291,3,0,64,6,116,4.3,30,237
2066,40,81180.0,0,2020.0,87,104168,4,0,86,34,450,9.2,2,326
2067,147,14540.0,0,2020.0,671,81380,3,1,86,5,95,4.1,11,393
2068,42,40300.0,0,2009.0,792,186000,4,0,64,51,579,14.0,2,328
2070,318,274470.0,1,2023.0,700,12656,4,0,78,37,480,10.9,29,47
2073,274,28900.0,0,2022.0,373,39535,3,0,26,7,131,4.8,28,4
2074,377,33580.0,0,2020.0,137,93234,3,0,49,8,150,5.6,31,384
2075,274,28400.0,0,2022.0,950,34858,4,0,93,7,131,6.0,28,4
2076,417,25740.0,0,2023.0,154,22099,4,1,86,6,110,5.4,36,381
2077,368,21260.0,0,2023.0,718,9247,4,1,94,5,95,5.4,31,77
2079,214,31090.0,0,2021.0,723,54000,3,0,3,8,150,5.1,22,131
2084,89,149840.0,0,2022.0,794,67260,4,0,54,44,530,12.3,4,423
2085,15,56130.0,0,2023.0,540,17072,3,0,102,11,204,5.3,2,64
2086,274,29980.0,0,2022.0,804,55452,4,0,92,7,130,6.0,28,4
2090,416,33620.0,0,2023.0,825,13751,4,1,42,8,150,6.0,36,380
2094,26,28400.0,0,2021.0,461,29315,4,1,36,6,116,6.0,2,292
2095,126,28650.0,0,2024.0,946,12,1,1,64,5,100,7.6,8,233
2098,260,20150.0,0,2022.0,740,34440,4,1,33,5,101,5.5,27,150
2100,298,24400.0,1,2021.0,273,74481,3,0,65,7,130,4.6,28,34
2101,121,43440.0,0,2022.0,798,50151,5,0,0,8,245,1.5,7,190
2103,397,32080.0,0,2017.0,218,37573,4,1,49,8,150,5.1,36,147
2104,267,33920.0,0,2023.0,389,5681,4,0,37,7,131,5.9,27,267
2105,107,25810.0,0,2022.0,945,34936,4,0,54,7,131,5.7,6,103
2106,113,27970.0,0,2024.0,598,11,4,1,54,7,131,6.1,6,109
2107,412,35980.0,0,2018.0,449,87864,4,0,69,9,150,5.9,36,366
2108,11,35450.0,0,2021.0,139,38192,3,0,49,8,150,4.7,2,60
2111,260,22040.0,0,2022.0,54,51258,4,0,28,5,101,5.4,27,150
2112,365,25390.0,0,2022.0,253,95469,3,1,50,7,120,7.3,30,397
2113,278,34980.0,0,2023.0,394,4438,4,0,86,5,100,5.4,28,8
2114,172,22780.0,0,2019.0,954,78722,3,1,49,6,116,4.2,13,401
2116,259,19700.0,0,2020.0,223,118663,4,0,86,8,150,5.7,27,80
2117,413,17400.0,0,2020.0,290,84362,4,1,49,5,95,4.9,36,377
2118,416,44380.0,0,2024.0,160,12,4,0,64,8,150,6.1,36,380
2120,363,18040.0,0,2020.0,802,114150,3,1,49,5,125,5.5,30,395
2121,235,123030.0,1,2018.0,170,26429,4,0,80,41,510,9.4,23,218
2123,1,50360.0,0,2024.0,979,11,4,0,96,11,201,7.0,0,314
2124,32,41800.0,0,2019.0,347,162452,3,0,14,9,163,5.0,2,298
